example_id,customer_tweet_id,customer_text,gold_intent,predicted_intent,gold_escalate,predicted_escalate,similarity,draft_reply,reason,evidence_1,system,reply_correct,reply_helpful,reply_grounded,reply_safe,escalation_appropriate,judge_notes
132,1159148,@AppleSupport please check my DM having Activity issues with my Watch. Nothing is being tracked..,app_service_issue,app_service_issue,False,False,0.7301312431035305,"@538202 Thank you for letting us know. We’ve received your DM, so we’ll work with you there.","LR intent=app_service_issue (conf=0.96), evidence is clear.",@AppleSupport please check your DM,our_agent,,,,,,
133,2445228,@AppleSupport how can I️ get rid of the A boxed ? For I️,how_to_settings,how_to_settings,False,False,0.8097574282102624,"@203476 This icon will appear until your software is up-to-date. However, an update can be completed whenever is most convenient for you.","LR intent=how_to_settings (conf=0.77), evidence is clear.",@AppleSupport How would I get rid of it then?,our_agent,,,,,,
134,2949623,"@115858 and @AppleSupport are you aware of the MacOS High Sierra vulnerability that enables root access without a password when guest account is enabled? Any ETA for a fix?

https://t.co/O8F5oZjr1E",account_access_security,account_access_security,True,True,0.3522914993929653,@813140 Thanks for reaching out. Send us a DM and let us know which device you are using. https://t.co/GDrqU22YpT,Sensitive account or payment issue - LR classifier flagged.,@AppleSupport Any idea when a patch will be available for the High Sierra ‘root’ vulnerability?,our_agent,,,,,,
135,2015343,"@AppleSupport Does this restore the iPad to its factory settings or when it works again, does it keep everything it had when it started???",how_to_settings,how_to_settings,False,False,0.3538357949324103,"@774795 OK, thank you. Does this usually happen in a certain area? Let us know in DM and we'll go from there. https://t.co/GDrqU22YpT","LR intent=how_to_settings (conf=0.50), evidence is clear.",@AppleSupport It does the same on my 7+ as well,our_agent,,,,,,
136,1712030,@AppleSupport thanks I think that worked!,ios_software_bug,ios_software_bug,True,True,1.0,@488594 You're welcome! Have a great evening. DM us any questions if they come up. https://t.co/GDrqU22YpT,LR confidence low (0.40) or intent unclear.,"@AppleSupport Thanks, I think it worked.",our_agent,,,,,,
137,1214534,"@AppleSupport My display freezes, then I have to hit power button &amp; home button to reset. Music player freezes sometimes too",ios_software_bug,ios_software_bug,True,False,0.4111676500756701,"@506913 Thanks for that info. Next, let's meet within DM so we can assist further: https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.47), evidence is clear.",@AppleSupport Yesterday or Sunday. I just do the classic lock button and home button reset,our_agent,,,,,,
138,1301308,@AppleSupport Thank you yes I am,ios_software_bug,ios_software_bug,False,False,0.7495766822652878,@187933 Great. You are welcome. Please keep us in the loop.,"LR intent=ios_software_bug (conf=0.46), evidence is clear.",@AppleSupport Thank you! Yes for sure.,our_agent,,,,,,
139,1063109,"@AppleSupport Hi, why can’t I edit or share this picture?? I took it with my phone on saturday😬 https://t.co/ajiS9Cu9yo",app_service_issue,app_service_issue,False,False,0.3673491424651484,"@371025 Are you curently using iCloud Photo Library? Let us know in Direct Message, we'll look into this further. https://t.co/GDrqU2kzhr","LR intent=app_service_issue (conf=0.96), evidence is clear.",@AppleSupport still the only picture I can’t edit..,our_agent,,,,,,
140,1640810,@AppleSupport Thanks 😄,ios_software_bug,ios_software_bug,True,True,1.0,@261173 You're welcome. Please enjoy your day.,LR confidence low (0.37) or intent unclear.,@AppleSupport Thanks!,our_agent,,,,,,
141,2840370,Anyone with #iPhone6 have issue with calls dropping/not ringing through? Been going on for last 3 months. Not reliable.,ios_software_bug,ios_software_bug,False,False,0.4716122462503145,@346247 We're glad to help. Have you had an opportunity to restart your device since noticing this behavior? We've got an excellent guide to share with you that has steps to address issues making and receiving calls. Let us know if this resolves it: https://t.co/U53YustlEZ,"LR intent=ios_software_bug (conf=0.57), evidence is clear.",why are all my calls dropping &amp; being forwarded 😑 @AppleSupport,our_agent,,,,,,
142,282537,@115858 your update decides to turn on my Bluetooth &amp; WiFi whenever it wants draining my batter. Finding contacts by name is messed up,connectivity_network,connectivity_network,False,False,0.3157979909393189,@622767 Thanks for reaching out. Are you switching Bluetooth off from Control Center? Read more about it here: https://t.co/G7BHuQnDS6,"LR intent=connectivity_network (conf=0.97), evidence is clear.","Hey @AppleSupport the latest iOS update is great, just frustrating that the phone decides to turn on Bluetooth on its own and drain battery",our_agent,,,,,,
143,2154541,@AppleSupport ... The Animoji on my iPhone 8 Plus isn’t working right ... https://t.co/hFufL3ti5b,ios_software_bug,ios_software_bug,False,False,0.5311648382550295,@348435 This is a great new feature and we're happy to help. Please let us know how we may assist with your Animoji's and we'll do our best to help.,"LR intent=ios_software_bug (conf=0.58), evidence is clear.",@AppleSupport I have an animoji question,our_agent,,,,,,
144,1943558,Can @115858 please fix this auto correct issue with the I’s and the A’s I️ ASAP 🙄,ios_software_bug,ios_software_bug,False,False,0.6633080344572301,"@684440 We've recently released iOS 11.1.1 that should help resolve this issue. You can learn more about this issue, and how to update your device, here: https://t.co/xXaXeeSRt9","LR intent=ios_software_bug (conf=0.43), evidence is clear.",@115858 ... y’all fix the “I️” auto correct yet?,our_agent,,,,,,
145,1185076,@AppleSupport help this keeps happening everytime I try to update and I have storage? https://t.co/78phBlmYUr,ios_software_bug,ios_software_bug,False,False,0.4350835388574701,"@806042 Let's work on this together, DM us and we'll continue there. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.92), evidence is clear.",@AppleSupport why won’t my iOS update it has enough storage https://t.co/FlcNPhyh3P,our_agent,,,,,,
146,401684,@AppleSupport can you assist me seeing as your employees both on the phone and instore cant help ?,ios_software_bug,ios_software_bug,False,False,0.6177900138624983,"@230682 Yes, we would love to help you.  What is it that you are experiencing with your iPhone X?","LR intent=ios_software_bug (conf=0.58), evidence is clear.",@AppleSupport can you assist me with iPhone X,our_agent,,,,,,
147,848989,"@AppleSupport GPS on Maps &amp; Waze apps state: ""No GPS, Showing approximate location"". Went through 2 iphone 8s w/ this issue. Please resolve!",app_service_issue,app_service_issue,False,False,0.4411841275073864,@755942 Let's update to 11.1.2 and see if this issue still persists. https://t.co/80YRnjDFDk,"LR intent=app_service_issue (conf=0.54), evidence is clear.","@AppleSupport GPS services no longer follow my location for Google Maps or Waze. Sometimes Apple Maps works, but not consistently.",our_agent,,,,,,
148,1331927,@115858 —always ran perfectly. The newest update ios 11.0.3 is just so laggy. It won’t even recognize I have a charger in it (which is your brand—,ios_software_bug,ios_software_bug,False,False,0.3001117525349032,@517538 Please shoot us a DM with some additional information about what's happening with the Podcast app. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=1.00), evidence is clear.",@AppleSupport The newest update,our_agent,,,,,,
149,2355122,@AppleSupport when you gonna fix the fact I️ can’t use the letter I️ my brotha,ios_software_bug,ios_software_bug,False,False,0.468794736750503,@529984 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"LR intent=ios_software_bug (conf=0.75), evidence is clear.",@115858 when are you gonna fix this?? I️ am over it. I️ I️ I️ I️,our_agent,,,,,,
150,105398,@AppleSupport How do I clear analytic data from my iPhone? (yes its turned off) but it's being stored anyways. Bad enough your os is 4gb.,how_to_settings,how_to_settings,False,False,0.3847310503673756,@681658 Do you also have any other contact syncing software set up--for instance Google Contacts?,"LR intent=how_to_settings (conf=0.46), evidence is clear.","@AppleSupport Yes, it’s turned on",our_agent,,,,,,
151,2455393,UUUMMMMMMMM @115858 wtf is wrong with y’all? My apps crashing. https://t.co/UXrtJgBvhC,ios_software_bug,ios_software_bug,False,False,0.5310363611768742,"@245918 We're here for you. Take a look at this article: https://t.co/xXaXeeSRt9

Send us a DM if the issue persists. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.95), evidence is clear.",@AppleSupport wtf is wrong with my I️,our_agent,,,,,,
152,2731437,@AppleSupport Yes,ios_software_bug,ios_software_bug,True,True,1.0,@174245 Thanks for letting us know. Join us in DM with the exact version of iOS 11 running on your device. We can continue there. https://t.co/GDrqU22YpT,LR confidence low (0.28) or intent unclear.,@AppleSupport Yes 😭,our_agent,,,,,,
153,38651,hello @115858 when i hit the lil music square in ios whatever the fuck this is WHY DOESNT IT TAKE ME TO THE MUSIC APP LIKE I’D LIKE IT TO???,app_service_issue,app_service_issue,False,False,0.2992500537950921,"@776624 Thank you. Not all info is available in the Music app. You can see some production information under the album view, at the bottom. Also, if you view the lyrics you can find information about the writer listed at the bottom.","LR intent=app_service_issue (conf=0.95), evidence is clear.",@AppleSupport The Music app.,our_agent,,,,,,
154,1104704,@AppleSupport Don’t know where the problem is coming from,ios_software_bug,ios_software_bug,True,True,0.5620094322039131,@626091 We want to help. We just need more details. What is not working on your phone?,LR confidence low (0.37) or intent unclear.,@AppleSupport I️ don’t even know,our_agent,,,,,,
155,902799,@AppleSupport @334312 I’m having the same issue with my iPhone 6s. I get a box with a question mark in it.,ios_software_bug,ios_software_bug,False,False,0.5909015342729119,@595792 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.98), evidence is clear.",@AppleSupport having an issue with the I️ on my phone going to an A and box with question mark.  Help?,our_agent,,,,,,
156,1847056,My phone was fine but now that I updated it it’s been fucking up @115858 what kinda business y’all running? Y’all planting viruses huh?,ios_software_bug,ios_software_bug,False,False,0.3338086803011072,@595212 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.93), evidence is clear.",My “I️’s” are fucking up @AppleSupport,our_agent,,,,,,
157,875093,@AppleSupport Do you mean connect my iphone to my computer?,connectivity_network,connectivity_network,False,False,0.5466416609498501,@136100 Thanks for providing us with further details. Which iOS version is your device currently running? We want to make sure that you're running the latest version. You can check this through Settings &gt; General &gt; About.,"LR intent=connectivity_network (conf=0.86), evidence is clear.",@AppleSupport See what I️ mean,our_agent,,,,,,
158,2774321,"I asked 4 different members of staff in the @115858 store, what I needed to buy to be able to quick charge my iPhone 8 Plus, and non of them knew 🤔?",hardware_accessory,hardware_accessory,False,False,0.3077075570330143,@374424 You would need to import the original file back into iTunes then sync it to the new iPhone.,"LR intent=hardware_accessory (conf=0.96), evidence is clear.",@AppleSupport And what if it was not from store?,our_agent,,,,,,
159,2949572,@115858 keeps charging me $1 a month for icloud storage but my iphone still hasn’t backed up in 92 weeks... what’s going on here 🤔,app_store_billing,app_store_billing,True,True,0.3361232931312695,@682682 Go to Settings &gt; [ Your Name ] &gt; iCloud &gt; iCloud Backup &gt; tap to disable,Sensitive account or payment issue - LR classifier flagged.,"@AppleSupport Just that my iPhone hasn't been backed up in 6 weeks etc, I don't want to use iCloud so how do I make the notifications stop please? Thanks",our_agent,,,,,,
160,633875,Hello @115858 can you help find an iphoneX that was ordered and now lost in Korea?,hardware_accessory,hardware_accessory,True,True,0.5269595294948702,@513560 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,LR confidence low (0.26) or intent unclear.,Hello @AppleSupport help me,our_agent,,,,,,
161,1180672,@AppleSupport no swiping up :o,ios_software_bug,ios_software_bug,False,False,0.6497484880024618,"@686129 Got it. The Wi-Fi and Bluetooth options in the Control Center have changed a bit with iOS 11. This article has more details, for reference: https://t.co/G7BHuQnDS6","LR intent=ios_software_bug (conf=0.43), evidence is clear.",@AppleSupport By swiping up. Both wi-fi and bluetooth.,our_agent,,,,,,
162,2420315,"Mon iphone bug avec oe changement d’horaire. Il écrit 8h16 mais si je vérifie dans horloge il est bien 7h16 !
@AppleSupport https://t.co/jhSidFvWYH",ios_software_bug,ios_software_bug,False,False,0.381431807504069,@727568  We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,"LR intent=ios_software_bug (conf=0.83), evidence is clear.","@AppleSupport mon IPhone X a des performances ridicules en 4G ... la 3G est ok, il y a t il un big connu ? https://t.co/49cKB333Ay",our_agent,,,,,,
163,2592201,@AppleSupport Yes I did and nothing happen,ios_software_bug,ios_software_bug,True,True,0.7254457011492077,"@248698 Great! You may also need to disable notifications, restart your device, then re-enable those. More info here: https://t.co/osZOKKTalm",LR confidence low (0.33) or intent unclear.,@AppleSupport Yes we did,our_agent,,,,,,
164,2753670,"@AppleSupport Thank you, will update my iOS and would let you know. Thanks!",ios_software_bug,ios_software_bug,False,False,0.5879906053842074,@143489 OK. We look forward to hearing back from you.,"LR intent=ios_software_bug (conf=0.99), evidence is clear.",@AppleSupport I will look into that and let u know. Thanks,our_agent,,,,,,
165,1078245,@AppleSupport My AirPods skip like crazy and the mic seems muted and can’t be unmuted on my Mac. $160 worth of junk apparently,ios_software_bug,ios_software_bug,True,False,0.2637112537530981,"@529466 We can check the warranty status for you. Send us a DM, and we'll go from there. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.46), evidence is clear.",@AppleSupport where can I find out if my AirPods are still under the warranty?,our_agent,,,,,,
166,44614,"@115858 good evening, I️ don’t understand why when I️ type sometimes an exclamation mark and a box keeps popping up. Please fix it",ios_software_bug,ios_software_bug,False,False,0.499834373438864,@744955 We want to help you out. What device and version of iOS is this occurring with? Does this happen every time you try to set up Touch ID?,"LR intent=ios_software_bug (conf=0.78), evidence is clear.",@AppleSupport good evening is there a souletion? https://t.co/1uBn06EW6N,our_agent,,,,,,
167,2343789,@AppleSupport Yes,ios_software_bug,ios_software_bug,True,True,1.0,@174245 Thanks for letting us know. Join us in DM with the exact version of iOS 11 running on your device. We can continue there. https://t.co/GDrqU22YpT,LR confidence low (0.28) or intent unclear.,@AppleSupport Yes 😭,our_agent,,,,,,
168,2558611,@AppleSupport I just realized I type “it” a lot now that the iOS changes it to I.T. Please help!,ios_software_bug,ios_software_bug,False,False,0.4545551991480791,@190816 Let's gather some info on this. Please DM us. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.92), evidence is clear.","@AppleSupport I just realized about Staingate, was always mad about my screen on my MBP! But you will replace it?",our_agent,,,,,,
169,2412417,@AppleSupport I don't seem to get any notifications when I have an app open on my iPhone X. Alarms don't even go off. Thoughts?,ios_software_bug,ios_software_bug,False,False,0.3560540652447944,"@552921 If you're having issues with alarms not going off, we can help with that. Go ahead and let us know your country/region in DM: https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.56), evidence is clear.","@552922 @115858 Got to the point where my alarms don’t even go off, awful it is",our_agent,,,,,,
170,1986813,i️ am so mad at the new i️ OS update @115858,ios_software_bug,ios_software_bug,False,False,0.6459973664211665,@641940 We've got your back. We just released iOS 11.1.1 to address the autocorrect issue. Make sure you have a backup before you update: https://t.co/soeXTHWFdK,"LR intent=ios_software_bug (conf=0.99), evidence is clear.",I️ can’t wait for the next I️ OS update @115858,our_agent,,,,,,
171,1239021,"@AppleSupport Okay... Wireless Powerbeats, speakers are fine just earphones seems to be the having problem",ios_software_bug,ios_software_bug,True,True,0.4119667644562592,"@793021 Keep a watch on it for now. If you have any concerns or if it does not seem to be making progress, let us know. Thanks!",LR confidence low (0.30) or intent unclear.,@AppleSupport Okay,our_agent,,,,,,
172,1850806,@AppleSupport 7+ and ios 11.0.3 but this has been happening since july,ios_software_bug,ios_software_bug,False,False,0.6741908026275691,@253585 Thank you. Which country are you located in? Please reply in DM. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=1.00), evidence is clear.",@AppleSupport iOS 11.2 but its been happening since iOS 11.1..,our_agent,,,,,,
173,2206012,@115858 the new software has issues. Can’t access all pics in TripAdviser and CamCard won’t work,ios_software_bug,ios_software_bug,False,False,0.3720400703331998,"@472148 We're here for you. Shoot us a DM when you have a chance, and we'll go from there. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.71), evidence is clear.",@AppleSupport why won’t my I️ work,our_agent,,,,,,
174,2096179,@115858 could you NOT kill my phone every time you release a new one? My batt has gone ⬇️ 42% in 7 mins and that’s not the only problem #bull,ios_software_bug,ios_software_bug,False,False,0.4026337703340758,@415478 We'd like to help. DM us and tell us which version of iOS you're running under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.49), evidence is clear.",@115858 fix your phone because every time y'all release a new phone my phone freezes. not cool. might get an android next time.,our_agent,,,,,,
175,233958,"@115858 stop making my phone run like crap just bc you made a new model, I DONT HAVE $1K EVERY YEAR TO DROP ON U!! LET ME SIT HERE W/ MY 6S!",ios_software_bug,ios_software_bug,False,False,0.333696921924101,"@221535 We can definitely help out. DM us and tell us which iPhone you have currently, and the version of iOS software it's on. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.48), evidence is clear.",@AppleSupport  can you stop making my phone freeze,our_agent,,,,,,
176,1895307,"Hi @AppleSupport: on iOS 10, 3rd party apps agree my 6plus capacity is ~22gb; on iOS 11, my 6splus says 29gb, yet 3rd party apps only 16gb 🤔 https://t.co/TSpFk9NtLR",ios_software_bug,ios_software_bug,False,False,0.6960798771328696,@126267 We'd be happy to help. DM us and we'll be happy to help further. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.97), evidence is clear.","@AppleSupport Actually, now it’s all 3rd party apps.",our_agent,,,,,,
177,1478360,@AppleSupport I have the 6S,ios_software_bug,ios_software_bug,False,False,0.9999999999999998,@297759 We'd like to further review this for you. Please DM us and we'll get started. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.55), evidence is clear.",@AppleSupport 6s,our_agent,,,,,,
178,1706960,"@applesupport, today’s autocorrect issue is driving me crazy. And the text replace works on twitter but not on FB or in emails.",ios_software_bug,ios_software_bug,False,False,0.4034421992220668,@503744 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"LR intent=ios_software_bug (conf=0.49), evidence is clear.",@115858 fix this stupid I️ issue. It’s driving me crazy,our_agent,,,,,,
179,1618269,"I’m getting real tired of this random question mark thing, @115858 FIX MY PHONE DUDE",ios_software_bug,ios_software_bug,False,False,0.4770265733423426,@486419 Please send us a DM and we will go from there. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.98), evidence is clear.",this question mark thing bms wtf @115858,our_agent,,,,,,
180,2143950,@AppleSupport Thank you tons!,ios_software_bug,ios_software_bug,False,False,0.6622438987654946,@526158 You're very welcome!,"LR intent=ios_software_bug (conf=0.55), evidence is clear.",@AppleSupport Thank you!,our_agent,,,,,,
181,2284297,"@115858 Why does every fucking app restart even if you leave it running in the background? I got the new 8 a few weeks back and it's like multitasking has been erased. I leave an app to open another and when. I go back, it totally refreshes. Anything I was doing is list! 🖕🏻🖕🏻",ios_software_bug,ios_software_bug,False,False,0.258097997807026,"@129051 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=0.55), evidence is clear.","@115858 Leave the app to start another one, when I come back to YouTube this happens... @AppleSupport",our_agent,,,,,,
182,1334374,Wtf #iPhoneX @AppleSupport site still down?,ios_software_bug,ios_software_bug,True,True,0.6338742196368214,@224811 We're here to help. DM us what's going on and we can go from there. https://t.co/GDrqU22YpT,LR confidence low (0.29) or intent unclear.,💔💔R.I.P my #iphoneX @AppleSupport,our_agent,,,,,,
183,1890873,Dear @115858 What kind of BS of an update is IOS11? My battery duration is a damn joke! So sad and disappointing. @AppleSupport @119459,battery_power,battery_power,False,False,0.3636723534022235,@665533 We're glad you've reached out. We'd like to work on this together. Does a restart of you iPhone change anything? Restart your iPhone: https://t.co/OWRDHWSt4h,"LR intent=battery_power (conf=0.98), evidence is clear.",Glitch while swiping back 🤦🏻‍♂️ disappointing @AppleSupport https://t.co/97UDlG5hnA,our_agent,,,,,,
184,1467741,Hey @AppleSupport why are words with apostrophes killing the character count on texts like it’s an emoji shits dumb,ios_software_bug,ios_software_bug,False,False,0.4265836540626606,"@368952 Do you see app updates in App Store &gt; Updates? Also, are you using iOS 11.0.3?","LR intent=ios_software_bug (conf=0.84), evidence is clear.",@AppleSupport Words pro,our_agent,,,,,,
185,369281,@AppleSupport hey Apple my iPhone 8+ makes crackling sounds when my music is playing,app_service_issue,app_service_issue,False,False,0.3832405442880477,@543012 Thanks for reaching out.  Does the speaker make a crackling noise when listening with other Apps?  DM us back. https://t.co/GDrqU22YpT,"LR intent=app_service_issue (conf=0.82), evidence is clear.",@AppleSupport hi my iPhone 8 makes crackling noises when listening to music and scrolling through other apps. Updated to 11.0.2,our_agent,,,,,,
186,2838727,Dear @115858 FIX THE FACT THAT MY PHONE WONT STOP RANDOMLY RESTARTING ITSELF!! pls&amp;thx,ios_software_bug,ios_software_bug,False,False,0.4373911573764831,@589951 We'd love to assist you. Click here to join us in DM and tell which device and software version you're using. Click here: https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.50), evidence is clear.",@115858 if you could fix the fact my phone turns “i’s” into i️,our_agent,,,,,,
187,884958,@AppleSupport can you fix this? I have a vision impairment but whats the point of large font when it looks like this #accessibility https://t.co/H4RzDYuSXQ,ios_software_bug,ios_software_bug,False,False,0.3994782621455612,"@258660 Let's try restarting to see if that stops the haptic response. The Vision Accessibility options are all listed here: https://t.co/mTzNMBwb6Z
Which version of iOS are you using?","LR intent=ios_software_bug (conf=0.63), evidence is clear.","@AppleSupport Not that I know of, what are the vision accessibility options?",our_agent,,,,,,
188,495178,@115858 @115725 I’m soo glad I got that @134236 plus watch + cellular. Oh waaaiit my cellular won’t work and doesn’t connect to my network without my phone.  Money well spent? 🤔,connectivity_network,connectivity_network,False,False,0.3264822537298236,"@337314 We’d love to help. To start, send us a DM with more details on the behavior you’re experiencing. https://t.co/GDrqU22YpT","LR intent=connectivity_network (conf=0.97), evidence is clear.",@337315 @AppleSupport Same soo annoying x,our_agent,,,,,,
189,1175523,@AppleSupport If you had to guess would it start with an 11? and end with .0.3,ios_software_bug,ios_software_bug,False,False,0.7573551823537238,"@775661 Updating to the latest version will help with this. If it is being seen in posts from other users, they will need to update their device as well.","LR intent=ios_software_bug (conf=0.70), evidence is clear.",@AppleSupport I guess so.,our_agent,,,,,,
190,1905754,@AppleSupport !!! That fixed it!!!!! Thanks so much!,ios_software_bug,ios_software_bug,False,False,1.0,"@418756 Perfect! Glad to hear it, let us know if we can help again in the future for you.","LR intent=ios_software_bug (conf=0.66), evidence is clear.",@AppleSupport This fixed it. Thanks,our_agent,,,,,,
191,1677817,@115858 are you guys fixing this # question mark box ish ??,ios_software_bug,ios_software_bug,False,False,0.6163216140301009,"@276155 We've recently released iOS version iOS 11.1.2. This should fix the issue you're seeing. To install this version, make sure to create a backup and update using the steps here: https://t.co/KMmAcUlMLd

Let us know if we can help with anything else!","LR intent=ios_software_bug (conf=0.98), evidence is clear.",@115858 when are you guys fixing the I️,our_agent,,,,,,
192,1636536,This shit be making me mad. It’s some new every update with @115858 https://t.co/r9oIzedNUN,ios_software_bug,ios_software_bug,False,False,0.6076318026793075,@589179 Thanks for reaching out. DM us with the device and iOS this occurs on. We'd like to know more to assist. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=1.00), evidence is clear.",It’s making me mad lmaoooo like @AppleSupport get this together https://t.co/2XJod4TUt2,our_agent,,,,,,
193,2414330,Not sure @115858 @AppleSupport what the 11.1.1 update was for but it sure made the operating system to my iPhone 6S unstable and reboot more than 30 times a day. Apparently your fix has made the phone unstable and its applications. Please find a fix.,ios_software_bug,ios_software_bug,False,False,0.3659104881197372,@123051 We understand your concern. Let's work together to solve these issues. Does this Wi-Fi issue happen on all networks?,"LR intent=ios_software_bug (conf=0.93), evidence is clear.",@1111 @AppleSupport Yes. It became unstable :(,our_agent,,,,,,
194,2919977,@AppleSupport I accidentally pressed something on my phone to do a software update on the phone.  How can I cancel that?,ios_software_bug,ios_software_bug,False,False,0.3699489593242989,@358822 We are here to help whenever possible. DM the specific issue you are seeing to get started. https://t.co/GDrqU22YpT,"LR intent=ios_software_bug (conf=0.98), evidence is clear.",This new software update has made me phone gan crackers sort it out please fellas @115858,our_agent,,,,,,
195,354540,@AppleSupport Yes I’ve tried 3 different pairs,ios_software_bug,ios_software_bug,True,True,0.6907332710429304,@723912 Have you done any other troubleshooting steps? This will help us isolate the issue further.,LR confidence low (0.27) or intent unclear.,@AppleSupport yes i’ve tried all of that!,our_agent,,,,,,
196,2675368,Does anyone know to fix iCloud to display my pictures clearly??  My pictures aren’t loading fully n displaying exclamation mark! @115858,app_service_issue,app_service_issue,False,False,0.3708456708300647,@760185 We have some great news. We've recently released an update which should address the autocorrect issue. You can read more here: https://t.co/xXaXeeSRt9,"LR intent=app_service_issue (conf=0.52), evidence is clear.","Does anyone know how to fix this 
I️ 
@115858",our_agent,,,,,,
197,1072230,yeah I still can't get any iOS 11 @AppleSupport https://t.co/oQEBg8U4gb,ios_software_bug,ios_software_bug,False,False,0.7669684882428726,@430158  Thanks for the requested information. Is this a consistent concern or did this happen once; did you try other directions?,"LR intent=ios_software_bug (conf=1.00), evidence is clear.",@AppleSupport Yeah. iOS 11.0.3,our_agent,,,,,,
198,2696050,@757609 @AppleSupport Sucks major. This is the 3rd time I’ve had to charge my iPhone 6 tonight. Hard to be a fan of products that fail to work as advertised longer than a year or two. Good luck. Thanks for feedback,battery_power,battery_power,False,False,0.2860743564459234,@286573 Let's talk. When you open the Control Center by swiping up from the bottom is Orientation Lock enabled? Let us know here: https://t.co/GDrqU22YpT,"LR intent=battery_power (conf=0.98), evidence is clear.",@178557 @115858 Mine from that also..it sucks,our_agent,,,,,,
199,2153417,@AppleSupport since updating to iOS 11 my iPhone 7 bricks 2-3 times a day all updates apps crash or freeze.,ios_software_bug,ios_software_bug,False,False,0.402583449061118,"@158590 Did this request for your Touch ID or passcode come up after successfully updating, or before you were able to start the update? Also, let us know in DM what country you're in. We'll continue from there: https://t.co/GDrqU22YpT","LR intent=ios_software_bug (conf=1.00), evidence is clear.",@AppleSupport Me updating to iOS 11.1.2,our_agent,,,,,,
200,1347760,"@AppleSupport hey, if i accidentally select a whole lot of imessages and press ""report as spam"", does this mean i now won't receive txts from those contacts? 😬",app_service_issue,app_service_issue,False,False,0.2715175606512494,@289035 Great question! This article has everything you need to know to report phishing emails: https://t.co/LNMCdqt6fD,"LR intent=app_service_issue (conf=0.96), evidence is clear.",@AppleSupport how do I report spam/fake email supposedly from you?,our_agent,,,,,,
201,1802453,@applesupport #ios11 (.02&amp;.03) drains my #iphone6 battery in minutes. Followed all recommendations with no results at ALL. #bringbackios10,battery_power,battery_power,False,False,0.3103810805049272,@276435 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,"LR intent=battery_power (conf=0.98), evidence is clear.",@AppleSupport #iOS11.02 si surriscalda/batteria durata ridotta/ meno reattivo tra le App/andava meglio la ver. precedente,our_agent,,,,,,
202,1700000,@515539 @115858 needs to figure this shit out cause it’s pissing me off,ios_software_bug,ios_software_bug,False,False,0.5222537378886561,@503142 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"LR intent=ios_software_bug (conf=0.58), evidence is clear.",@115858 needs to figure out this I issue with the A and the ?....,our_agent,,,,,,
203,1306473,"@AppleSupport hey can you help me, I’m trying to figure out why my friend Nerdbird is lagging",ios_software_bug,ios_software_bug,True,False,0.5661045146876802,@737757 We'd be happy to help you out! What's going on?,"LR intent=ios_software_bug (conf=0.98), evidence is clear.",@AppleSupport hey can I get some help ??,our_agent,,,,,,
204,1280655,@AppleSupport Hello. I cant download the photos from my phone to my computer since the last update. Can you help? Thanks.,ios_software_bug,ios_software_bug,False,False,0.3175215030173365,"@449738 We'd like to help any way we can. What's happening, exactly? Also, which model and iOS version do you have?","LR intent=ios_software_bug (conf=0.61), evidence is clear.",@AppleSupport HELLO,our_agent,,,,,,
