example_id,customer_tweet_id,customer_text,brand_reply,label_notes,labeler,intent,gold_escalate,label_source,label_confidence
223,410514,"@AppleSupport FYI: iTunes 12.7.  When importing a CD,  album name and tracks 100% success. But “Get Album Artwork” fails about 90% of times",@134128 Thanks for reaching out. May we ask what type of computer you're using iTunes with?,,,ios_software_bug,True,lr_override,0.2539
224,644978,@AppleSupport Hi I got this text message but it doesn’t look genuine? https://t.co/ia7Ui3c8H7,"@273080 You're right, that message didn't come from Apple. This has more info, as well as how to report the message: https://t.co/XH4V2TxAD7",,,account_access_security,True,expert_audit,1.0
225,242863,@AppleSupport And I had the same issue with my last iPhone too,@173683 DM details regarding the issue you are seeing with Apple Music so we can continue to help. https://t.co/GDrqU22YpT,,,ios_software_bug,True,lr_override,0.3357
226,1241150,"@AppleSupport since upgrading to iOS 11 on my iPhone SE, I’ve had phone freezes, app crashes, non responsive screens, is this fixable?","@411128 We want to help you. DM us, and we'll look into this. https://t.co/GDrqU22YpT",,,ios_software_bug,False,rule_based,0.75
227,1233643,"@AppleSupport Please fix the ridiculous landscape keyboard in iOS11. Also, the msgs don’t scroll up all the way in portrait mode. https://t.co/JnMEKz3qlE","@409344 Thanks for reaching out, we’d be happy to help! DM us your exact iOS version. We’ll continue there. https://t.co/GDrqU22YpT",,,ios_software_bug,False,rule_based,1.0
228,184419,"@AppleSupport, I’m sick of not being able to type the word “I”",@159406 We'd like to help out. Does this happen when you enter text or when viewing text from another iOS device? Which iOS version is installed? Tell us more in a DM. https://t.co/GDrqU22YpT,,,ios_software_bug,False,lr_override,0.6852
229,2122509,@AppleSupport When I was using my Spotify. Only few days ago I’ve updated to iOS 11.1,@625296 Thank you for that information. Could you DM which troubleshooting steps you've taken so far and we can continue from there? https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
230,1455396,@115858 fix this problem with typing I️ and sending these damn lines.... messing my work emails all up 🤯🤬🤯🤬,@457801 We can definitely help to look into this together. Reach out to us in DM and we'll continue there. https://t.co/GDrqU22YpT,,,ios_software_bug,False,lr_override,0.5416
231,1606785,Hey @AppleSupport .... Sup with the WEIRD symbol when you type an “I”???? #apple #iOS11 #dafaq,@493578 Check out this article and DM us if you have questions: https://t.co/xU1AGHStV6 https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
232,1930581,@AppleSupport just punched my computer really hard and it has a dent now this is happening how do i fix https://t.co/N5RnPpJ3CQ,"@306180 We're happy to help. Check out the information here: https://t.co/D7AZk8szDr DM us if you have questions or issue persists, https://t.co/GDrqU22YpT",,,hardware_accessory,False,expert_audit,1.0
233,2002203,"Lol @AppleSupport fix this... I'm tired of getting messages with random symbols. 

https://t.co/8scobO6enK",@592040 We're happy to take a look at it with you. Send us a DM and let us know if you've updated to iOS 11.1 yet. We'll meet you there. https://t.co/GDrqU22YpT,,,app_service_issue,False,rule_based,1.0
234,1482951,"Hey @115858, y’all ever gonna put updates out that stop breaking my hotspot?",@464347 We're here to help. DM us what iOS version you're on. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
235,2571393,"@AppleSupport Why can’t I receive calls, I can hear the ringtone but I can’t see who’s calling? 😕","@729188 We'd be happy to help find out why that's happening. To get started, can you let us know which device and iOS version you're using?",,,ios_software_bug,True,lr_override,0.446
236,2445179,Since this last update I’m lucky if my phone lives for 3 hours.....? @115858 @AppleSupport,"@701051 We'd love to help. Can you DM us your complete software version from Settings &gt; General &gt; About, next to version? https://t.co/GDrqU22YpT",,,ios_software_bug,False,rule_based,1.0
237,1984166,@AppleSupport my home button on my iPhone 7 hasn’t been acting right. I haven’t dropped it &amp; I haven’t spilled anything on it. What’s wrong,@587318 We can definitely take a look into this issue further. Tell us a little more about what's happening in a DM. https://t.co/GDrqU22YpT,,,ios_software_bug,True,lr_override,0.2959
238,1372477,"@AppleSupport iPhone 8 Plus lags ever since 11.1 update, anyway to fix that?",@439415 Thank you for reaching out to us. We'd like to work with you to get this sorted. Are you seeing this in specific apps?,,,ios_software_bug,False,rule_based,1.0
239,2772634,"@AppleSupport my daughters iPhone 6s is stuck in headphone mode. I’ve turned it off and back on, it’s not in do not disturb mode... please help","@394680 Thank you for reaching out to us. We understand needing to get this fixed. Let's follow the steps here: https://t.co/ljC4xMquIF 

DM us if you need any help. https://t.co/GDrqU22YpT",,,hardware_accessory,False,rule_based,1.0
240,1587386,@917 @115858 when I️ type the letter “I️” why do these characters appear? This started happening after I️ updated to iOS 11.1 https://t.co/KmiRSjobT0,"@488275 Thanks for reaching out, we'd like to assist. Take a look at the information regarding this issue here: https://t.co/xXaXeeSRt9",,,ios_software_bug,False,rule_based,1.0
241,1931442,About to throw my @115858 iPhone out the window. How is it suddenly so horrible since this new iOS came out?,@574764 Hi. This is not the experience we want you to have. DM us and tell us more about the issues you're having with your iPhone. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
242,15712,"Hey @AppleSupport, what is going on with the “I️” key in iOS 11.1. When you press it, it defaults to a weird character and skips spaces. https://t.co/36PUW31SdN",@119456 Let's look into this for you. Send us a DM and we can check on available options. https://t.co/GDrqU22YpT,,,ios_software_bug,False,rule_based,1.0
243,2341745,@AppleSupport No,"@677364 Thanks for confirming that for us. To start, check out the steps listed here: https://t.co/RqWW0dd7Ck Keep us posted on the results.",,,how_to_settings,False,lr_override,0.457
244,752446,"@AppleSupport So, a HEVC endcoded video won’t airplay the video track to Apple TV 3rd gen?! Just the audio track?!? Why?!?!",@299842 We'd like to get you in touch with our Apple TV experts to address this one. Reach out here: https://t.co/IBIY3vMgPj,,,ios_software_bug,True,lr_override,0.2692
245,1924464,"@572830 I️ don’t know what the deal is, but I’m pissed... @115858 https://t.co/ODP0kWdpa6",@572829 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,ios_software_bug,True,lr_override,0.3832
246,1928416,@AppleSupport guys why does my keyboard keep disappearing from my screen on my iPad!?!? #bugfixneeded,"@573889 That's something we want to help with. Are you using the built-in software keyboard, or a third-party keyboard?",,,ios_software_bug,False,rule_based,0.6667
247,2439800,@AppleSupport It is set to mirror my iPhone,"@189393 Thanks, if that's the case, while we know you were hoping to avoid it, the next best thing to do would be to unpair and pair your Apple Watch again and restore your backup during setup. Here's how to get started: https://t.co/UCuy0qGg07",,,ios_software_bug,True,lr_override,0.368
248,1070131,@AppleSupport Why is my Macbook screen starting to look like this? https://t.co/MR3WQL1BDo,@143056 We want to help. Let's continue working in DM. https://t.co/GDrqU22YpT,,,hardware_accessory,False,rule_based,1.0
249,1694912,@143288 @AppleSupport @115858 Network issue needs to be fixed. 4G/LtE not working properly after upgrading to iOS 11 in 6s models.,@514246 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,,,connectivity_network,False,expert_audit,1.0
250,1709304,"@AppleSupport I can’t see if I have apps that need to be updated, what going on? I’m on iOS11.1 https://t.co/XMRSnaua1m",@404265 We'd like to help you find out what's going on. What's your model and have you tried any steps yet? Any issues in Safari?,,,ios_software_bug,False,rule_based,1.0
